,Well,Size,Bit_Number,Re_Run,Reference,Type,Structure,Formation,Footage,Depth in,Depth out,Depth Average,Blades,Cutter size,Min Flow Rate,Max Flow Rate,TFA,HSI,Min WOB,Max WOB,ROP,Mud Weight,Drive_System,Min_RPM,Max_RPM,Torque Max,Torque Min,Manufacturer
109,Peru Sur 8,8.5,30,N,MSi813NWPX,PDC,Anticlinal P,Mirador,111.99999999999996,16159,16271,16215.0,8.0,13.0,275.0,550.0,0.778,2.142,2.5,26.0,3.0000000000000004,9.4,Rotary,80.0,130.0,22.0,15.0,Smith
110,Peru Sur 8,8.5,31,N,MDSiR813LWUBPX,PDC,Anticlinal P,Mirador,323.9999999999999,16271,16595,16433.0,8.0,13.0,275.0,550.0,0.813,2.014,4.0,30.0,3.2,9.4,Rotary,85.0,140.0,19.0,13.5,Smith
111,Peru Sur 8,8.5,32,N,FX84D,PDC,Anticlinal P,Mirador,189.00000000000003,16595,16784,16689.5,8.0,13.0,550.0,550.0,0.884,1.894,1.0,40.0,2.5,9.4,Rotary,80.0,145.0,18.0,14.0,Halliburton
112,Peru Sur 8,8.5,33,N,KM522X,Tricone,Anticlinal P,Mirador,90.0,16784,17581,17182.5,3.0,0.0,550.0,565.0,0.601,4.249,2.0,40.0,8.3,9.4,Rotary,80.0,110.0,25.0,12.5,Hughes
113,Peru Sur 8,8.5,33,N,KM522X,Tricone,Anticlinal P,Los Cuervos,707.0000000000002,16784,17581,17182.5,3.0,0.0,550.0,565.0,0.601,4.249,2.0,40.0,8.3,9.4,Rotary,80.0,110.0,25.0,12.5,Hughes
114,Peru Sur 8,8.5,34,N,MDSiR813LWUBPX,PDC,Anticlinal P,Los Cuervos,194.00000000000003,17581,18167,17874.0,8.0,13.0,275.0,550.0,1.21,1.011,1.0,35.0,4.5,9.4,Rotary,80.0,120.0,20.0,14.0,Smith
115,Peru Sur 8,8.5,34,N,MDSiR813LWUBPX,PDC,Anticlinal P,Barco,391.9999999999999,17581,18167,17874.0,8.0,13.0,275.0,550.0,1.21,1.011,1.0,35.0,4.5,9.4,Rotary,80.0,120.0,20.0,14.0,Smith
116,Peru Sur 8,8.5,35,N,RSH813M,PDC,Anticlinal P,Barco,30.000000000000004,18167,18320,18243.5,8.0,13.0,550.0,550.0,1.3,0.875,10.000000000000002,24.0,12.9,9.4,Rotary,80.0,120.0,17.0,14.0,Hycalog
117,Peru Sur 8,8.5,35,N,RSH813M,PDC,Anticlinal P,C8,122.99999999999994,18167,18320,18243.5,8.0,13.0,550.0,550.0,1.3,0.875,10.000000000000002,24.0,12.9,9.4,Rotary,80.0,120.0,17.0,14.0,Hycalog
118,Peru 9,36.0,1,N,PZ9948,Tricone,Anticlinal N,Guayabo,85.00000000000001,45,130,87.5,3.0,0.0,300.0,550.0,2.605,0.003,10.000000000000002,15.0,13.0,8.5,Rotary,60.0,60.0,5.0,4.0,Smith
119,Peru 9,26.0,2,N,SSi619MHEBPX,PDC,Anticlinal N,Guayabo,334.0000000000001,130,2410,1270.0,6.0,19.0,276.0,460.0,0.663,0.047,6.0,35.0,29.400000000000002,8.5,RSS,100.0,115.0,16.0,5.0,Smith
120,Peru 9,26.0,2,N,SSi619MHEBPX,PDC,Anticlinal N,Charte,1007.0000000000003,130,2410,1270.0,6.0,19.0,276.0,460.0,0.663,0.047,6.0,35.0,29.400000000000002,8.5,RSS,100.0,115.0,16.0,5.0,Smith
121,Peru 9,26.0,2,N,SSi619MHEBPX,PDC,Anticlinal N,Leon,939.0,130,2410,1270.0,6.0,19.0,276.0,460.0,0.663,0.047,6.0,35.0,29.400000000000002,8.5,RSS,100.0,115.0,16.0,5.0,Smith
122,Peru 9,18.5,3,N,SSi819MHEBPX,PDC,Anticlinal N,Leon,239.99999999999997,2410,4457,3433.5,8.0,19.0,900.0,970.0,0.923,1.403,4.999999999999999,35.0,30.89999999999999,9.1,RSS,30.0,120.0,20.0,3.0,Smith
123,Peru 9,18.5,3,N,SSi819MHEBPX,PDC,Anticlinal N,C1,1807.0000000000002,2410,4457,3433.5,8.0,19.0,900.0,970.0,0.923,1.403,4.999999999999999,35.0,30.89999999999999,9.1,RSS,30.0,120.0,20.0,3.0,Smith
124,Peru 9,18.5,4,N,MDSI819HSBPX,PDC,Anticlinal N,C1,57.999999999999986,4457,5730,5093.5,8.0,19.0,900.0,950.0,1.089,1.16,3.0000000000000004,28.0,45.5,9.1,RSS,80.0,150.0,16.0,2.0,Smith
125,Peru 9,18.5,4,N,MDSI819HSBPX,PDC,Anticlinal N,C2,573.0000000000002,4457,5730,5093.5,8.0,19.0,900.0,950.0,1.089,1.16,3.0000000000000004,28.0,45.5,9.1,RSS,80.0,150.0,16.0,2.0,Smith
126,Peru 9,18.5,4,N,MDSI819HSBPX,PDC,Anticlinal N,C3,341.9999999999999,4457,5730,5093.5,8.0,19.0,900.0,950.0,1.089,1.16,3.0000000000000004,28.0,45.5,9.1,RSS,80.0,150.0,16.0,2.0,Smith
127,Peru 9,18.5,4,N,MDSI819HSBPX,PDC,Anticlinal N,C4,202.00000000000006,4457,5730,5093.5,8.0,19.0,900.0,950.0,1.089,1.16,3.0000000000000004,28.0,45.5,9.1,RSS,80.0,150.0,16.0,2.0,Smith
128,Peru 9,18.5,4,N,MDSI819HSBPX,PDC,Anticlinal N,C5,98.00000000000004,4457,5730,5093.5,8.0,19.0,900.0,950.0,1.089,1.16,3.0000000000000004,28.0,45.5,9.1,RSS,80.0,150.0,16.0,2.0,Smith
129,Peru 9,14.75,5,N,Z619,PDC,Anticlinal N,C5,879.9999999999998,5730,6610,6170.0,6.0,19.0,800.0,938.0,0.994,2.0,15.0,50.0,18.400000000000002,10.1,RSS,120.0,180.0,18.0,2.0,Smith
130,Peru 9,14.75,6,N,SKFI819M,PDC,Anticlinal N,C5,640.9999999999999,6610,7666,7138.0,8.0,19.0,940.0,1000.0,1.203,2.41,19.999999999999996,55.0,16.099999999999998,10.7,RSS,120.0,175.0,20.0,2.0,Hycalog
131,Peru 9,14.75,6,N,SKFI819M,PDC,Anticlinal N,C6,208.99999999999997,6610,7666,7138.0,8.0,19.0,940.0,1000.0,1.203,2.41,19.999999999999996,55.0,16.099999999999998,10.7,RSS,120.0,175.0,20.0,2.0,Hycalog
132,Peru 9,14.75,6,N,SKFI819M,PDC,Anticlinal M,C5,206.00000000000003,6610,7666,7138.0,8.0,19.0,940.0,1000.0,1.203,2.41,19.999999999999996,55.0,16.099999999999998,10.7,RSS,120.0,175.0,20.0,2.0,Hycalog
133,Peru 9,14.75,7,N,MSi819HBPX,PDC,Anticlinal M,C5,553.0000000000001,7666,8394,8030.0,8.0,19.0,900.0,1000.0,1.503,1.24,15.0,55.0,7.499999999999999,11.8,RSS,100.0,180.0,11.0,2.0,Smith
134,Peru 9,14.75,7,N,MSi819HBPX,PDC,Anticlinal M,C5,175.00000000000006,7666,8394,8030.0,8.0,19.0,900.0,1000.0,1.503,1.24,15.0,55.0,7.499999999999999,11.8,RSS,100.0,180.0,11.0,2.0,Smith
135,Peru 9,14.75,8,N,KM533X,Hybrid,Anticlinal M,C5,285.99999999999994,8394,9048,8721.0,3.0,16.0,900.0,940.0,1.197,1.72,40.0,70.0,10.9,12.0,RSS,100.0,140.0,12.0,5.0,Hughes
136,Peru 9,14.75,8,N,KM533X,Hybrid,Anticlinal M,C6,264.99999999999994,8394,9048,8721.0,3.0,16.0,900.0,940.0,1.197,1.72,40.0,70.0,10.9,12.0,RSS,100.0,140.0,12.0,5.0,Hughes
137,Peru 9,14.75,8,N,KM533X,Hybrid,Anticlinal F,C5,103.00000000000001,8394,9048,8721.0,3.0,16.0,900.0,940.0,1.197,1.72,40.0,70.0,10.9,12.0,RSS,100.0,140.0,12.0,5.0,Hughes
138,Peru 9,14.75,9,N,MDS616LBPX,PDC,Anticlinal F,C5,858.0000000000001,9048,9906,9477.0,6.0,16.0,900.0,940.0,1.58,1.72,44.99999999999999,65.0,5.9,12.0,RSS,150.0,160.0,12.5,7.0,Smith
139,Peru 9,14.75,10,N,KM533X,Hybrid,Anticlinal F,C5,788.0000000000001,9906,10694,10300.0,3.0,16.0,850.0,900.0,1.565,1.52,44.99999999999999,70.0,7.999999999999998,12.1,RSS,85.0,120.0,13.0,10.0,Hughes
140,Peru 9,14.75,11,N,MDS616LBPX,PDC,Anticlinal F,C5,387.00000000000006,10694,11430,11062.0,6.0,16.0,650.0,900.0,1.571,1.12,24.999999999999996,55.0,5.700000000000001,12.8,RSS,100.0,160.0,16.0,8.0,Smith
141,Peru 9,14.75,11,N,MDS616LBPX,PDC,Anticlinal F,C6,348.99999999999994,10694,11430,11062.0,6.0,16.0,650.0,900.0,1.571,1.12,24.999999999999996,55.0,5.700000000000001,12.8,RSS,100.0,160.0,16.0,8.0,Smith
142,Peru 9,14.75,12,N,MDSi819HBPX,PDC,Anticlinal F,C6,329.0,11430,12500,11965.0,8.0,19.0,650.0,900.0,1.61,1.12,24.999999999999996,47.0,13.4,12.8,RSS,120.0,150.0,18.0,8.0,Smith
143,Peru 9,14.75,12,N,MDSi819HBPX,PDC,Anticlinal F,C7,740.9999999999998,11430,12500,11965.0,8.0,19.0,650.0,900.0,1.61,1.12,10.000000000000002,47.0,13.4,12.8,RSS,120.0,150.0,18.0,8.0,Smith
144,Peru 9,10.625,13,N,MF15BOD PS 517X,Tricone,Anticlinal F,C7,15.0,12500,12515,12507.5,3.0,0.0,600.0,750.0,0.738,3.82,4.999999999999999,45.0,3.8999999999999995,13.3,Rotary,60.0,100.0,9.0,7.0,Smith
145,Peru 9,10.625,14,N,MDSIZ716BPX,PDC,Anticlinal F,C7,220.00000000000009,12515,14338,13426.5,7.0,16.0,680.0,680.0,0.738,3.82,15.0,40.0,15.900000000000004,13.6,RSS,100.0,145.0,16.0,8.0,Smith
146,Peru 9,10.625,14,N,MDSIZ716BPX,PDC,Anticlinal D,C7,1125.0000000000002,12515,14338,13426.5,7.0,16.0,680.0,680.0,0.738,3.82,15.0,40.0,15.900000000000004,13.6,RSS,100.0,145.0,16.0,8.0,Smith
147,Peru 9,10.625,14,N,MDSIZ716BPX,PDC,Anticlinal D,C8,362.9999999999999,12515,14338,13426.5,7.0,16.0,680.0,680.0,0.738,3.82,15.0,40.0,15.900000000000004,13.6,RSS,100.0,145.0,16.0,8.0,Smith
148,Peru 9,10.625,14,N,MDSIZ716BPX,PDC,Anticlinal D,Sltn Market,52.00000000000001,12515,14338,13426.5,7.0,16.0,680.0,680.0,0.738,3.82,15.0,40.0,15.900000000000004,13.6,RSS,100.0,145.0,16.0,8.0,Smith
149,Peru 9,10.625,14,N,MDSIZ716BPX,PDC,Anticlinal D,Mirador,62.99999999999999,12515,14338,13426.5,7.0,16.0,680.0,680.0,0.738,3.82,15.0,40.0,15.900000000000004,13.6,RSS,100.0,145.0,16.0,8.0,Smith
150,Peru 9,10.625,15,N,MDSI716ASPX,PDC,Anticlinal D,Mirador,43.0,14338,14381,14359.5,7.0,16.0,680.0,680.0,0.738,3.82,19.999999999999996,25.0,5.4,13.6,RSS,95.0,135.0,12.0,8.0,Smith
151,Peru 9,8.5,16,N,MDSIR813LWUEBPX,PDC,Anticlinal D,Mirador,93.00000000000003,14381,14632,14506.5,8.0,13.0,450.0,600.0,0.813,2.6,4.999999999999999,33.0,4.999999999999999,8.4,Rotary,90.0,140.0,12.0,6.0,Smith
152,Peru 9,8.5,16,N,MDSIR813LWUEBPX,PDC,Anticlinal G,C7,43.99999999999999,14381,14632,14506.5,8.0,13.0,450.0,600.0,0.813,2.6,4.999999999999999,33.0,4.999999999999999,8.4,Rotary,90.0,140.0,12.0,6.0,Smith
153,Peru 9,8.5,16,N,MDSIR813LWUEBPX,PDC,Anticlinal G,C8,114.00000000000003,14381,14632,14506.5,8.0,13.0,450.0,600.0,0.813,2.6,4.999999999999999,33.0,4.999999999999999,8.4,Rotary,90.0,140.0,12.0,6.0,Smith
154,Peru 9,8.5,17,N,Z716,PDC,Anticlinal G,C8,1567.9999999999998,14632,16200,15416.0,7.0,16.0,480.0,400.0,0.773,3.0,10.000000000000002,40.0,44.400000000000006,9.5,RSS,110.0,155.0,14.0,7.0,Smith
155,Peru 9,8.5,17,R,Z716,PDC,Anticlinal G,C8,159.99999999999994,16200,16800,16500.0,7.0,16.0,600.0,640.0,0.773,3.0,12.0,40.0,15.199999999999998,10.9,RSS,110.0,135.0,13.0,7.0,Smith
156,Peru 9,8.5,17,R,Z716,PDC,Anticlinal G,C7,310.99999999999994,16200,16800,16500.0,7.0,16.0,600.0,640.0,0.773,3.0,12.0,40.0,15.199999999999998,10.9,RSS,110.0,135.0,13.0,7.0,Smith
157,Peru 9,8.5,17,R,Z716,PDC,Anticlinal G,C8,128.99999999999997,16200,16800,16500.0,7.0,16.0,600.0,640.0,0.773,3.0,12.0,40.0,15.199999999999998,10.9,RSS,110.0,135.0,13.0,7.0,Smith
158,Peru 9,8.5,18,N,MDSiR616LMUEBPX,PDC,Anticlinal G,C8,802.0000000000002,16800,17605,17202.5,6.0,16.0,600.0,620.0,0.773,3.0,12.0,32.0,21.499999999999996,11.0,RSS,110.0,135.0,13.0,7.0,Smith
159,Peru 9,8.5,18,N,MDSiR616LMUEBPX,PDC,Anticlinal G,Mirador,3.0000000000000004,16800,17605,17202.5,6.0,16.0,600.0,620.0,0.773,3.0,12.0,32.0,21.499999999999996,11.0,RSS,110.0,135.0,13.0,7.0,Smith
160,Peru 9,8.5,17,RR,Z716,PDC,Anticlinal G,Mirador,24.999999999999996,17605,17605,17605.0,7.0,16.0,600.0,640.0,1.63,3.0,10.000000000000002,30.0,10.179999999999998,11.1,Rotary,100.0,130.0,13.0,9.0,Smith
161,Peru 9,6.0,19,N,MDSIR613WQBPX,PDC,Anticlinal G,Mirador,195.99999999999991,17605,17801,17703.0,6.0,13.0,200.0,250.0,0.907,1.2,10.000000000000002,20.0,3.1,8.3,Motor,162.0,202.0,13.0,7.0,Smith
162,Peru 9,6.0,20,N,MDSIR613WQBPX,PDC,Anticlinal G,Mirador,55.000000000000014,17801,17856,17828.5,6.0,13.0,250.0,280.0,0.907,1.2,4.999999999999999,11.0,2.1,8.4,Motor,177.0,195.0,13.0,7.0,Smith
163,Peru 9,6.0,21,N,MDSIR613WQBPX,PDC,Anticlinal G,Mirador,223.99999999999994,17856,18099,17977.5,6.0,13.0,250.0,270.0,0.907,1.2,4.999999999999999,11.0,4.1,8.3,Motor,120.0,130.0,13.0,7.0,Smith
164,Peru 9,6.0,21,N,MDSIR613WQBPX,PDC,Anticlinal G,Los Cuervos,18.999999999999996,17856,18099,17977.5,6.0,13.0,250.0,270.0,0.907,1.2,4.999999999999999,11.0,4.1,8.3,Motor,120.0,130.0,13.0,7.0,Smith
165,Peru 9,6.0,22,N,MSI613WBPX,PDC,Anticlinal G,Barco,546.0000000000001,18099,18669,18384.0,6.0,13.0,250.0,270.0,0.907,1.2,4.999999999999999,18.0,6.299999999999999,9.8,RSS,80.0,150.0,13.0,7.0,Smith
166,Peru 9,6.0,22,N,MSI613WBPX,PDC,Anticlinal G,Barco,24.000000000000004,18099,18669,18384.0,6.0,13.0,250.0,270.0,0.907,1.2,4.999999999999999,18.0,6.299999999999999,9.8,RSS,80.0,150.0,13.0,7.0,Smith
167,Peru 9,6.0,23,N,MDSIR613WDPBX,PDC,Anticlinal G,Barco,185.2,18669,18669,18669.0,6.0,13.0,250.0,270.0,0.907,1.2,4.6,15.6,4.6,9.8,RSS,102.0,142.0,12.8,7.0,Smith
168,Peru 9,6.0,23,R,MDSIR613WDPBX,PDC,Anticlinal G,Barco,206.99999999999994,18669,18876,18772.5,6.0,13.0,250.0,270.0,0.907,1.2,4.999999999999999,11.0,2.9,9.8,Motor,120.0,130.0,13.0,7.0,Smith
169,Peru 9,6.0,24,N,MDSIR613WDPBX,PDC,Anticlinal G,Barco,38.99999999999999,18876,18915,18895.5,6.0,13.0,250.0,270.0,0.796,1.2,4.999999999999999,11.0,4.9,9.8,RSS,110.0,130.0,13.0,7.0,Smith
170,Peru 9,6.0,24,R,MDSIR613WDPBX,PDC,Anticlinal G,Barco,110.00000000000004,18915,19112,19013.5,6.0,13.0,250.0,270.0,0.796,1.2,3.0000000000000004,20.0,2.6,9.8,RSS,120.0,150.0,12.0,7.0,Smith
171,Peru 9,6.0,24,R,MDSIR613WDPBX,PDC,Anticlinal G,Guad. Shale,87.0,18915,19112,19013.5,6.0,13.0,250.0,270.0,0.796,1.2,3.0000000000000004,20.0,2.6,9.8,RSS,120.0,150.0,12.0,7.0,Smith
172,Peru 9,6.0,25,N,MDSIR613WDPBX,PDC,Anticlinal G,Guad. Shale,48.00000000000001,19112,19335,19223.5,6.0,13.0,240.0,257.0,0.907,1.2,3.0000000000000004,15.0,3.7000000000000006,9.8,RSS,120.0,145.0,11.0,8.0,Smith
173,Peru 9,6.0,25,N,MDSIR613WDPBX,PDC,Anticlinal G,Guad. Upper,34.99999999999999,19112,19335,19223.5,6.0,13.0,240.0,257.0,0.907,1.2,3.0000000000000004,15.0,3.7000000000000006,9.8,RSS,120.0,145.0,11.0,8.0,Smith
174,Peru 9,6.0,25,N,MDSIR613WDPBX,PDC,Anticlinal P,C8,139.99999999999994,19112,19335,19223.5,6.0,13.0,240.0,257.0,0.907,1.2,3.0000000000000004,15.0,3.7000000000000006,9.8,RSS,120.0,145.0,11.0,8.0,Smith
175,Peru 9,6.0,25,R,MDSIR613WDPBX,PDC,Anticlinal P,C8,122.00000000000003,19335,19802,19568.5,6.0,13.0,250.0,270.0,0.796,1.2,4.999999999999999,16.0,6.700000000000001,9.8,Rotary,120.0,150.0,13.0,7.0,Smith
176,Peru 9,6.0,25,R,MDSIR613WDPBX,PDC,Anticlinal P,C8,155.00000000000003,19335,19802,19568.5,6.0,13.0,250.0,270.0,0.796,1.2,4.999999999999999,16.0,6.700000000000001,9.8,Rotary,120.0,150.0,13.0,7.0,Smith
177,Peru 9,6.0,25,R,MDSIR613WDPBX,PDC,Anticlinal P,Sltn Market,190.0,19335,19802,19568.5,6.0,13.0,250.0,270.0,0.796,1.2,4.999999999999999,16.0,6.700000000000001,9.8,Rotary,120.0,150.0,13.0,7.0,Smith
178,Peru 9,6.0,26,N,R613,PDC,Anticlinal P,Sltn Market,7.999999999999998,19802,19810,19806.0,6.0,13.0,250.0,250.0,0.748,0.48,3.0000000000000004,12.0,3.5,9.9,RSS,120.0,140.0,12.0,11.0,Smith
179,Peru 9,6.0,26,R,R613,PDC,Anticlinal P,Sltn Market,22.000000000000004,19810,19988,19899.0,6.0,13.0,202.0,235.0,0.907,0.48,4.0,20.0,2.6,10.0,RSS,10.0,140.0,13.0,9.0,Smith
180,Peru 9,6.0,26,R,R613,PDC,Anticlinal P,Mirador,156.0,19810,19988,19899.0,6.0,13.0,202.0,235.0,0.907,0.48,4.0,20.0,2.6,10.0,RSS,10.0,140.0,13.0,9.0,Smith
181,Peru 9,6.0,27,N,R613,PDC,Anticlinal P,Mirador,226.00000000000009,19988,20257,20122.5,6.0,13.0,250.0,280.0,0.907,0.33,3.0000000000000004,22.0,3.1,10.0,Rotary,100.0,150.0,11.0,9.0,Smith
182,Peru 9,6.0,28,N,MSI616WBPX,PDC,Anticlinal P,Los Cuervos,43.0,20257,20300,20278.5,6.0,16.0,280.0,280.0,0.663,1.2,4.999999999999999,17.0,6.9,10.0,Rotary,130.0,140.0,11.0,9.0,Smith
183,Florida 9,26.0,2,N,HP633V,Hybrid,Anticlinal N,Colluvium,71.0,154,2410,1282.0,3.0,19.0,880.0,930.0,0.994,0.62,10.000000000000002,50.0,48.31000000000001,8.7,RSS,40.0,140.0,15.0,5.0,Hughes
184,Florida 9,26.0,2,N,HP633V,Hybrid,Anticlinal N,C5,55.000000000000014,154,2410,1282.0,3.0,19.0,880.0,930.0,0.994,0.62,10.000000000000002,50.0,48.31000000000001,8.7,RSS,40.0,140.0,15.0,5.0,Hughes
185,Florida 9,26.0,2,N,HP633V,Hybrid,Anticlinal N,C6,2129.999999999999,154,2410,1282.0,3.0,19.0,880.0,930.0,0.994,0.62,10.000000000000002,50.0,48.31000000000001,8.7,RSS,40.0,140.0,15.0,5.0,Hughes
186,Florida 9,18.5,3,N,RSFX819M,PDC,Anticlinal M,C6,1530.0,2410,6533,4471.5,8.0,19.0,900.0,950.0,1.078,1.56,34.99999999999999,55.0,60.190000000000005,9.7,RSS,65.0,160.0,15.0,6.0,Hycalog
187,Florida 9,18.5,3,N,RSFX819M,PDC,Anticlinal M,C7,2593.0,2410,6533,4471.5,8.0,19.0,900.0,950.0,1.078,1.56,34.99999999999999,55.0,60.190000000000005,9.7,RSS,65.0,160.0,15.0,6.0,Hycalog
188,Florida 9,14.75,5,N,QD609X,PDC,Anticlinal M,C7,2295.0000000000005,6533,9458,7995.5,9.0,19.0,800.0,950.0,1.131,1.91,10.000000000000002,50.0,55.79999999999998,10.8,RSS,40.0,150.0,15.0,10.0,Hughes
189,Florida 9,14.75,5,N,QD609X,PDC,Anticlinal M,C8,630.0000000000001,6533,9458,7995.5,9.0,19.0,800.0,950.0,1.131,1.91,10.000000000000002,50.0,55.79999999999998,10.8,RSS,40.0,150.0,15.0,10.0,Hughes
190,Florida 9,14.75,5,R,QD609X,PDC,Anticlinal M,C8,430.99999999999983,9458,9889,9673.5,9.0,19.0,880.0,930.0,1.178,1.82,15.0,35.0,29.1,12.2,RSS,80.0,145.0,14.0,10.0,Hughes
191,Florida 9,14.75,5,RR,QD609X,PDC,Anticlinal M,C8,250.9999999999999,9889,11165,10527.0,9.0,19.0,900.0,900.0,1.178,1.439,15.0,45.0,40.400000000000006,12.4,RSS,90.0,145.0,16.0,7.0,Hughes
192,Florida 9,14.75,5,RR,QD609X,PDC,Anticlinal F,C8,1025.0000000000005,9889,11165,10527.0,9.0,19.0,900.0,900.0,1.178,1.439,15.0,45.0,40.400000000000006,12.4,RSS,90.0,145.0,16.0,7.0,Hughes
193,Florida 9,10.625,6,N,QD408FX,PDC,Anticlinal F,Mirador,77.00000000000001,11165,11242,11203.5,8.0,13.0,650.0,650.0,0.65,2.23,10.000000000000002,46.0,4.26,12.9,RSS,60.0,110.0,10.0,4.0,Hughes
194,Florida 9,10.625,7,N,VGM40CGDDX0,Tricone,Anticlinal F,Mirador,261.99999999999994,11242,11504,11373.0,3.0,0.0,750.0,750.0,0.565,5.05,10.000000000000002,40.0,14.070000000000002,8.4,Rotary,50.0,100.0,11.0,4.0,Hughes
195,Florida 9,10.625,8,N,VMMDS20GDX2,Tricone,Anticlinal F,Mirador,139.99999999999994,11504,11644,11574.0,3.0,0.0,750.0,750.0,0.565,5.05,2.0,35.0,8.14,8.4,Rotary,60.0,115.0,8.5,4.0,Hughes
196,Florida 9,10.625,9,N,FXD94i,PDC,Anticlinal F,Mirador,174.0,11644,11818,11731.0,9.0,13.0,650.0,700.0,0.557,5.6,10.000000000000002,45.0,4.41,8.4,Rotary,80.0,120.0,10.0,5.0,Halliburton
197,Florida 9,10.625,10,N,VMMDS20GDX2,Tricone,Anticlinal F,Mirador,51.0,11818,11879,11848.5,3.0,0.0,750.0,355.0,0.565,5.05,6.0,40.0,6.1,8.4,Rotary,55.0,115.0,10.0,4.0,Hughes
198,Florida 9,10.625,10,N,VMMDS20GDX2,Tricone,Anticlinal F,Los Cuervos,10.000000000000002,11818,11879,11848.5,3.0,0.0,712.5,355.0,0.565,5.05,5.75,40.0,6.1,8.4,Rotary,56.25,115.0,10.0,4.0,Hughes
199,Florida 9,10.625,11,N,MDSi716LBPX,PDC,Anticlinal F,Los Cuervos,312.9999999999999,11879,12192,12035.5,7.0,16.0,700.0,700.0,0.773,3.3,4.0,35.0,7.599999999999998,9.5,RSS,80.0,130.0,8.0,7.0,Smith
200,Florida 9,10.625,12,N,FXD75DM,PDC,Anticlinal F,Los Cuervos,743.9999999999998,12192,12936,12564.0,7.0,16.0,700.0,700.0,0.773,3.3,4.999999999999999,35.0,15.100000000000003,9.5,RSS,80.0,130.0,12.0,6.0,Halliburton
201,Florida 9,10.625,12,N,FXD75DM,PDC,Anticlinal F,Barco,18.999999999999996,12192,12936,12564.0,7.0,16.0,700.0,700.0,0.773,3.3,4.999999999999999,35.0,15.100000000000003,9.5,RSS,80.0,130.0,12.0,6.0,Halliburton
202,Florida 9,8.5,15,N,SKH716M,PDC,Anticlinal F,Barco,284.00000000000006,12936,13220,13078.0,7.0,16.0,279.0,553.0,0.537,0.7,4.999999999999999,35.0,4.6,9.7,Rotary,60.0,120.0,10.0,5.0,Hycalog
203,Florida 9,8.5,16,N,FX75D,PDC,Anticlinal F,Barco,341.00000000000006,13220,13561,13390.5,7.0,16.0,265.0,522.0,0.464,0.7,2.0,35.0,4.3,8.2,Rotary,81.0,140.0,9.0,6.0,Halliburton
204,Florida 9,8.5,17,N,MSi813WUEBPX,PDC,Anticlinal F,Barco,195.99999999999991,13561,13765,13663.0,8.0,13.0,256.0,520.0,0.614,0.45,5.857142857142857,30.0,4.1,8.2,Rotary,75.42857142857143,125.0,7.0,5.0,Smith
205,Florida 9,8.5,17,N,MSi813WUEBPX,PDC,Anticlinal F,Guadalupe,7.999999999999998,13561,13765,13663.0,8.0,13.0,256.0,520.0,0.614,0.45,9.500000000000002,30.0,4.1,8.2,Rotary,78.0,125.0,7.0,5.0,Smith
206,Florida 9,8.5,18,N,MSi716WPX,PDC,Anticlinal F,Guadalupe,245.99999999999991,13765,14011,13888.0,7.0,16.0,560.0,560.0,0.569,0.5,9.500000000000002,35.0,5.5,8.2,RSS,78.0,125.0,7.0,4.0,Smith
207,Florida 9,8.5,19,N,FX74D,PDC,Anticlinal F,Guadalupe,219.00000000000003,14011,14230,14120.5,7.0,13.0,560.0,600.0,0.557,4.3,15.0,30.0,6.1,8.2,Rotary,90.0,120.0,8.0,6.0,Halliburton
208,Florida 9,8.5,20,N,Q408FX,PDC,Anticlinal F,Guadalupe,97.0,14230,14327,14278.5,8.0,13.0,600.0,600.0,0.614,4.4,9.500000000000002,45.0,2.5,8.2,Rotary,78.0,115.0,9.0,7.0,Hughes
209,Florida 9,8.5,21,N,MDSi813,PDC,Anticlinal F,Guadalupe,198.0,14327,14525,14426.0,8.0,13.0,300.0,550.0,0.557,2.4,4.999999999999999,35.0,4.0,8.3,Rotary,90.0,130.0,9.0,7.0,Smith
210,Florida 9,8.5,22,N,MDSi813,PDC,Anticlinal F,Guadalupe,56.00000000000002,14525,14680,14602.5,8.0,13.0,300.0,600.0,0.557,5.5,9.500000000000002,30.0,4.999999999999999,8.4,Rotary,50.0,135.0,8.5,7.0,Smith
211,Florida 9,8.5,22,N,MDSi813,PDC,Anticlinal F,Gacheta,98.99999999999999,14525,14680,14602.5,8.0,13.0,300.0,600.0,0.557,5.5,7.521008403361344,30.0,4.999999999999999,8.4,Rotary,50.0,135.0,8.5,7.0,Smith
